name,ik,standortnummer,anzahl_standorte,strasse,hausnummer,plz,ort,telefon,email,betten,vollstationaere_fallzahl,teilstationaere_fallzahl,ambulante_fallzahl,staeb_fallzahl,traeger_name,traeger_art,lehrkrankenhaus,universitaet,notfallstufe,notdienst,notdienstpraxis,hat_bg_zulassung,hat_darzt,hat_dialyse,hat_onkologie,hat_radiologie,hat_intensivmedizin,hat_notaufnahme,hat_psychiatrie,hat_geriatrie,anzahl_fachabteilungen,fachabteilungen,fachabteilung_schluessel,apparative_ausstattung,url_zugang,url_internetseite,url_weitere_infos
Caritas-Klinik Maria Heimsuchung Berlin-Pankow,261101264,,1,Breite Straße,46/47,13187,Berlin,+4930-47517-0,info@caritas-gesundheit.de,245,14257,0,33003,0,Caritas Gesundheit Berlin gGmbH,freigemeinnützig,Nein,,,nein,nein,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,7,"Anästhesie, Intensivmedizin und Notfallmedizin; Allgemein- und Viszeralchirurgie; Orthopädie und Unfallchirurgie; Innere Medizin - Gastroenterologie; Innere Medizin - Kardiologie; Gynäkologie und Geburtshilfe; Innere Medizin - Allgemein",,AA69; AA43; AA47; AA50; AA15; AA22; AA01; AA08; AA33; AA14,http://www.caritas-klinik-pankow.de,https://www.caritas-gesundheit.de/kliniken/caritas-klinik-maria-heimsuchung,https://www.caritas-gesundheit.de/kliniken/caritas-klinik-maria-heimsuchung/haus/qualitaetsmanagement
Helios Klinikum Berlin-Buch,261101300,,1,Schwanebecker Chaussee,50,13125,Berlin,+4930-94010,info.berlin-buch@helios-gesundheit.de,1223,47126,1192,107391,0,Helios Klinikum Berlin-Buch GmbH,privat,Ja,MSB Medical School Berlin - Hochschule für Gesundheit und Medizin,,nein,nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,36,"Geriatrie; Kardiologie; Nephrologie; Zentrum für Hämatologie, Onkologie und Palliativmedizin; Innere Medizin und Gastroenterologie; Pädiatrie; Pädiatrie/Schwerpunkt Hämatologie und internistische Onkologie; Pädiatrie/Schwerpunkt Rheumatologie; Neonatologie; Kinderchirurgie; Allgemein-, Viszeral- und onkologische Chirurgie; Unfallchirurgie; Neurochirurgie; Gefäßchirurgie; Plastische und Ästhetische Chirurgie; Urologie; Orthopädie; Gynäkologie; Geburtshilfe; Hals-Nasen-Ohrenheilkunde; Augenheilkunde; Neurologie; Kinder- und Jugendpsychiatrie; Nuklearmedizin; Strahlentherapie; Dermatologie; Intensivmedizin; Anästhesie; Angiologie; Institut für Neuroradiologie; Radiologie; Palliativmedizin; Notfallmedizin; Institut für Laboratoriumsmedizin; Physikalische Medizin; Mund-Kiefer-Gesichtschirurgie",,AA32; AA30; AA26; AA33; AA57; AA50; AA47; AA23; AA10; AA08; AA01; AA14; AA22; AA18; AA15; AA38; AA43; AA71; AA69; AA70,https://www.helios-gesundheit.de/kliniken/berlin-buch/,https://www.helios-gesundheit.de/kliniken/berlin-buch/,
DRK Kliniken Berlin Köpenick,261101311,,1,Salvador-Allende-Straße,2 - 8,12559,Berlin,+4930-3035-3000,email@drk-kliniken-koepenick.de,564,23977,234,80632,0,Zweite Gemeinnützige Krankenhaus GmbH Deutsches Rotes Kreuz Schwesternschaft Berlin,freigemeinnützig,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,13,"Klinik für Anästhesie, Schmerztherapie, Intensiv- und Notfallmedizin; Klinik für Allgemein-, Viszeral- und Minimalinvasive Chirurgie; Klinik für Gefäßmedizin; Klinik für Geburtshilfe; Klinik für Gynäkologie und Brustzentrum; Klinik für Innere Medizin, Schwerpunkt Gastroenterologie, Hämatologie und Onkologie, Nephrologie; Klinik für Innere Medizin - Schwerpunkt Kardiologie; Klinik für Neurologie; Klinik für Unfallchirurgie und Orthopädie; Institut für diagnostische und interventionelle Radiologie; Klinik für Innere Medizin - Schwerpunkt Geriatrie; Nuklearmedizin; Urologie",,AA01; AA08; AA10; AA14; AA22; AA23; AA33; AA38; AA43; AA50; AA57; AA69; AA70; AA71; AA72,http://www.drk-kliniken-berlin.de/koepenick,http://www.drk-kliniken-berlin.de/koepenick,https://www.drk-kliniken-berlin.de/drk-kliniken-berlin-koepenick/auflistung-kliniken
Alexianer St. Joseph-Krankenhaus Berlin-Weißensee,261101366,771673000,2,Gartenstr.,1,13088,Berlin,+4930-92790-0,st.joseph-weissensee@alexianer.de,21,0,146,580,0,Alexianer St. Joseph Berlin-Weißensee GmbH,freigemeinnützig,Ja,Akademisches Lehrkrankenhaus der Pflege mit der Hochschule für Ökonomie und Management gGmbH Berlin (FOM),,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,"Klinik für Psychiatrie, Psychotherapie und Psychosomatik",,AA08; AA22; AA10; AA43,http://www.alexianer-berlin-weissensee.de,http://www.alexianer.de,http://www.alexianer-berlin-weissensee.de
Alexianer St. Joseph-Krankenhaus Berlin-Weißensee,261101366,771675000,2,Gartenstr.,1,13088,Berlin,+4930-92790-0,st.joseph-weissensee@alexianer.de,374,4432,1015,5226,16,Alexianer St. Joseph Berlin-Weißensee GmbH,freigemeinnützig,Ja,Akademisches Lehrkrankenhaus der Pflege mit der Hochschule für Ökonomie und Management gGmbH Berlin (FOM),,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,2,"Klinik für Neurologie; Klinik für Psychiatrie, Psychotherapie und Psychosomatik",,AA08; AA22; AA10; AA43,http://www.alexianer-berlin-weissensee.de,http://www.alexianer.de,http://www.alexianer-berlin-weissensee.de
Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,261101479,773680000,3,Herzbergstraße,79,10365,Berlin,+4930-5472-0,keh@keh-berlin.de,698,17317,1235,34870,0,Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,freigemeinnützig,Ja,Charité Universitätsmedizin Berlin,,nein,nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,17,"Allgemeine Chirurgie und Viszeralchirurgie; Anästhesiologie / OP-Bereich; Behandlungszentrum für psychische Gesundheit bei Entwicklungsstörungen (BHZ); Epileptologie / Institut für Diagnostik der Epilepsien; Gefäß- und endovaskuläre Chirurgie; Geriatrie; Innere Medizin Angiologie, Kardiologie und Diabetologie; Innere Medizin Gastroenterologie, Hepatologie, Infektiologie und gastrointestinale Onkologie; Nephrologie und Dialyse; Neurologie; Notaufnahme; Orthopädie; Psychiatrie, Psychosomatik und Psychotherapie des Kindes- und Jugendalters; Psychiatrie, Psychotherapie und Psychosomatik; Unfallchirurgie; Urologie; Zentrum für Interdisziplinäre Intensivmedizin",,AA10; AA14; AA57; AA08; AA69; AA38; AA22; AA01; AA70,https://www.keh-berlin.de/de/index,https://www.keh-berlin.de/,
Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,261101479,773681000,3,Herzbergstraße,79,10365,Berlin,+4930-5472-0,keh@keh-berlin.de,64,0,569,0,0,Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,freigemeinnützig,Ja,Charité Universitätsmedizin Berlin,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Tagesklinik City Point Center für Psychische Gesundheit,,,https://www.keh-berlin.de/de/index,https://www.keh-berlin.de/,
Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,261101479,773800000,3,Herzbergstraße,79,10365,Berlin,+4930-5472-0,keh@keh-berlin.de,24,0,180,0,0,Evangelisches Krankenhaus Königin Elisabeth Herzberge gGmbH,freigemeinnützig,Ja,Charité Universitätsmedizin Berlin,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Tagesklinik Hohenschönhausen,,,https://www.keh-berlin.de/de/index,https://www.keh-berlin.de/,
Evangelische Lungenklinik,261101491,,1,Lindenberger Weg,27,13125,Berlin,+4930-94802-0,lungenklinik@jsd.de,161,6149,0,11545,0,Evangelische Lungenklinik Berlin Krankenhausbetriebs gGmbH,freigemeinnützig,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,4,Klinik für Pneumologie; Klinik für Thoraxchirurgie; Klinik für Anästhesie und Intensivmedizin; Radiologisches Institut,,AA10; AA57; AA14; AA08; AA15; AA22,https://www.johannesstift-diakonie.de/medizinische-versorgung/evangelische-lungenklinik/,https://www.johannesstift-diakonie.de/medizinische-versorgung/evangelische-lungenklinik/,https://www.facebook.com/LungenklinikBerlin/
Sana Klinikum Lichtenberg,261101527,,1,Fanningerstraße,32,10365,Berlin,+4930-5518-0,skl.information@sana.de,676,27694,1522,38588,0,Sana Kliniken Berlin-Brandenburg GmbH,privat,Ja,Charité – Universitätsmedizin Berlin,,ja,ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,16,"Klinik für Innere Medizin I: Schwerpunkt Gastroenterologie; Klinik für Innere Medizin II: Schwerpunkt Kardiologie; Klinik für Innere Medizin III: Geriatrie; Klinik für Allgemein- und Viszeralchirurgie; Klinik für Orthopädie, Unfall-, Hand- und Wiederherstellungschirurgie; Klinik für Kinder- und Jugendmedizin; Neonatologie; Klinik für Kinderchirurgie; Klinik für Anästhesiologie und Intensivmedizin; Gynäkologie; Brustzentrum; Geburtshilfe; Intensivmedizin/Schwerpunkt Pädiatrie; Institut für Radiologie; Institut für Pathologie; Klinik und Tagesklinik für Manuelle Medizin",,AA50; AA47; AA43; AA38; AA69; AA33; AA22; AA10; AA01; AA57; AA32; AA23; AA18; AA15; AA08; AA14,https://www.sana.de/berlin,https://www.sana.de/berlin,
DRK Kliniken Berlin Westend,261101561,,1,Spandauer Damm,130,14050,Berlin,+4930-3035-0,email@drk-kliniken-westend.de,590,27042,246,78248,0,Deutsches Rotes Kreuz Schwesternschaft Berlin Gemeinnützige Krankenhaus GmbH,freigemeinnützig,Ja,Charité - Universitätsmedizin Berlin,,nein,ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,16,"Klinik für Innere Medizin - Schwerpunkt Kardiologie; Klinik für Innere Medizin - Schwerpunkt Gastroenterologie; Klinik für Innere Medizin - Geriatrie Westend; Klinik für Allgemein-, Viszeral- und Minimalinvasive Chirurgie; Klinik für Unfallchirurgie und Orthopädie; Klinik für Gynäkologie und Brustzentrum; Klinik für Geburtshilfe; Klinik für Anästhesie, Schmerztherapie, Intensiv- und Notfallmedizin; Klinik für Kinder- und Jugendmedizin - Neonatologie; Klinik für Kinder- und Jugendmedizin; Institut für diagnostische und interventionelle Radiologie; Klinik für Augenheilkunde; Hals-, Nasen-, Ohrenheilkunde Belegabteilung Westend; Zentrum für Strahlentherapie; Klinik für Kinder- und Jugendpsychiatrie, Psychotherapie und Psychosomatik; Deutsches KinderUrologieZentrum Berlin, Kinderchirurgie",,AA01; AA08; AA10; AA14; AA21; AA22; AA23; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72,http://www.drk-kliniken-berlin.de/westend,http://www.drk-kliniken-berlin.de,https://www.drk-kliniken-berlin.de/westend/auflistung-kliniken
Caritas-Klinik St. Anna,261101685,,1,Pillkaller Allee,1,14055,Berlin,+4930-30001-0,verwaltung@caritas-gesundheit.de,113,2026,134,0,0,Caritas-Klinik St. Anna gGmbH im Gesellschafterverbund der Caritas Gesundheit Berlin gGmbH,freigemeinnützig,Ja,Charité Berlin,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,2,Innere Medizin; Geriatrie und Tagesklinik,,,https://www.caritas-gesundheit.de,https://www.caritas-gesundheit.de/kliniken/caritas-klinik-st-anna,
Park-Klinik Weißensee,261101721,,1,Schönstraße,80,13086,Berlin,+4930-9628-0,mail-weissensee@parkkliniken.de,370,13749,414,29360,0,Park-Klinik Weißensee GmbH,privat,Ja,Charité Universitätsmedizin Berlin,,nein,nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,11,"Anästhesiologie und Intensivmedizin; Bildgebende Diagnostik; Allgemein- und Viszeralchirurgie; Gynäkologie; Hals-, Nasen- und Ohrenheilkunde; Innere Medizin - Gastroenterologie und Onkologie; Innere Medizin - Kardiologie; Innere Medizin - Rheumatologie; Neurologie; Neurologische Frühreha; Orthopädie und Unfallchirurgie",,AA01; AA08; AA10; AA14; AA15; AA22; AA23; AA33; AA43; AA50; AA57; AA69; AA70; AA32,https://www.parkkliniken-weissensee.de/,https://www.parkkliniken-weissensee.de/,https://www.parkkliniken-berlin.de/
BG Klinikum Unfallkrankenhaus Berlin gGmbH,261101754,,1,Warener Straße,7,12683,Berlin,+4930-5681-0,service@ukb.de,591,23006,0,79560,0,BG Klinikum Unfallkrankenhaus Berlin gGmbH,öffentlich,Ja,Charite Universitätsmedizin Berlin,,ja,ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,14,"Klinik für Unfallchirurgie und Orthopädie; Klinik für Hand- Replantation u. Mikrochirurgie; Zentrum für Schwerbrandverletzte mit Plastischer Chirurgie; Behandlungszentrum für Rückenmarkverletzte; Klinik für Urologie und Neuro-Urologie; Klinik für Allgemein- und Viszeralchirurgie; Klinik für Neurochirurgie; Klinik für Mund-, Kiefer- und Gesichtschirurgie; Klinik für Hals-, Nasen- und Ohrenkunde; Klinik für Innere Medizin; Klinik für Neurologie mit Stroke Unit und Frührehabilitation; Klinik für Anästhesiologie, Intensiv- und Schmerzmedizin; Klinik für Gastroenterologie; Klinik für Kardiologie",,AA01; AA08; AA10; AA14; AA15; AA21; AA22; AA33; AA43; AA50; AA57; AA69; AA70; AA72,http://www.ukb.de,http://www.ukb.de,https://www.bg-kliniken.de/unfallkrankenhaus-berlin/ueber-uns/kompetenzen/qualitaet/
Augenklinik Berlin-Marzahn GmbH,261101776,,1,Brebacher Weg,15,12683,Berlin,+4930-56840-0,post@augenklinik-berlin.de,40,3725,0,25972,0,Augenklinik Berlin-Marzahn GmbH,privat,Nein,,,ja,nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Augenheilkunde,,AA01; AA43,,https://augenklinik-berlin.de/,
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773179000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,956,41469,1792,71940,26,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,nein,ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,23,"Klinik für Allgemein- und Viszeralchirurgie; Klinik für Anästhesie, Intensivmedizin und Schmerztherapie; Klinik für Chirurgie - Gefäß- und Thoraxchirurgie; Klinik für Dermatologie und Phlebologie; Klinik für Gynäkologie und Geburtsmedizin; Klinik für Hals-, Nasen-, Ohrenheilkunde, Kopf- und Halschirurgie, Plastische Operationen und Zentrum für Hörimplantate; Klinik für Innere Medizin - Allgemeine Innere Medizin und Geriatrie; Klinik für Innere Medizin - Angiologie und Hämostaseologie; Klinik für Innere Medizin - Gastroenterologie; Klinik für Innere Medizin – Hämatologie, Onkologie und Palliativmedizin; Klinik für Innere Medizin - Kardiologie und konservative Intensivmedizin; Klinik für Innere Medizin - Nephrologie; Klinik für Innere Medizin - Pneumologie und Infektiologie; Klinik für Kinder- und Jugendmedizin; Klinik für Kinder- und Jugendpsychiatrie, Psychotherapie und Psychosomatik - Zentrum für Abhängigkeitserkrankungen des Kindes- und Jugendalters Berlin; Klinik für Neurochirurgie - Zentrum für Schädelbasis- und Wirbelsäulenchirurgie; Klinik für Neurologie mit Stroke Unit; Klinik für Plastische, Rekonstruktive und Ästhetische Chirurgie; Klinik für Psychiatrie, Psychotherapie und Psychosomatik - Tagesklinik; Klinik für Urologie und Kinderurologie; Organisationseinheit: Institut für Radiologie und interventionelle Therapie; Organisationseinheit: Interdisziplinäre Kurzaufnahme der Rettungsstelle (INKA); Zentrum für Muskuloskelettale Medizin - Klinik für Orthopädie, Unfall-, Hand- und Wiederherstellungschirurgie",,AA01; AA08; AA09; AA10; AA14; AA15; AA18; AA22; AA26; AA30; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72; AA56,https://www.vivantes.de,https://www.vivantes.de/,https://www.vivantes.de/klinikum-im-friedrichshain
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773181000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,608,24451,431,43708,267,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,12,"Department für Allgemeine-, Viszeral- und onkologische Chirurgie Neukölln/Kreuzberg; Klinik für Anästhesie, operative Intensivmedizin und Schmerztherapie; Klinik für Gynäkologie und Geburtsmedizin; Klinik für Innere Medizin – Gastroenterologie, Gastrointestinale Onkologie und Infektiologie; Klinik für Innere Medizin - Hämatologie und Onkologie; Klinik für Innere Medizin – Kardiologie, Allgemeine Innere Medizin und konservative Intensivmedizin; Klinik für Psychiatrie, Psychotherapie und Psychosomatik; Klinik für Unfallchirurgie, Orthopädie und Handchirurgie; Klinik für Urologie; Organisationseinheit: Institut für Radiologie und interventionelle Therapie; Organisationseinheit: Interdisziplinäre Kurzaufnahme der Rettungsstelle (INKA); Vivantes Brustzentrum",,AA01; AA08; AA10; AA14; AA18; AA22; AA23; AA26; AA32; AA33; AA43; AA47; AA57; AA69; AA71; AA72; AA70,https://www.vivantes.de,https://www.vivantes.de,https://www.vivantes.de/klinikum-am-urban
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773182000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,483,12981,648,25338,152,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Ja,10,"Klinik für Allgemein- und Visceralchirurgie; Klinik für Anästhesie, Intensivmedizin und Schmerztherapie; Klinik für Gynäkologie und Geburtsmedizin; Klinik für Innere Medizin – Gastroenterologie und Diabetologie; Klinik für Innere Medizin – Geriatrie; Klinik für Innere Medizin und Kardiologie; Klinik für Psychiatrie, Psychotherapie und Psychosomatik; Klinik für Unfallchirurgie und Orthopädie; Kontinenz- und Beckenboden-Zentrum; Organisationseinheit: Institut für Radiologie und interventionelle Therapie",,AA01; AA08; AA10; AA14; AA22; AA33; AA69; AA72; AA47; AA18,https://www.vivantes.de,https://www.vivantes.de/,https://www.vivantes.de/klinikum-kaulsdorf
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773183000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,1267,41135,1511,88237,183,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,ja,ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,26,"Department für Allgemeine-, Viszeral- und onkologische Chirurgie Neukölln/Kreuzberg; Department Gefäßchirurgie; Department für Unfallchirurgie und Orthopädie; Klinik für Anästhesie, operative Intensivmedizin und Schmerztherapie; Klinik für Augenheilkunde; Klinik für Dermatologie und Venerologie; Klinik für Geburtsmedizin; Klinik für Gynäkologie; Klinik für HNO-Heilkunde, Kopf- und Halschirurgie, Plastische Operationen; Klinik für Innere Medizin- Gastroenterologie, Diabetologie und Hepatologie; Klinik für Innere Medizin - Hämatologie, Onkologie und Palliativmedizin; Klinik für Innere Medizin - Kardiologie, Angiologie, Nephrologie und konservative Intensivmedizin; Klinik für Innere Medizin - Pneumologie und Infektiologie; Klinik für Kinder- und Jugendmedizin; Klinik für Kinder- und Jugendpsychiatrie, Psychotherapie und Psychosomatik - Tagesklinik; Klinik für Kinderchirurgie, Neugeborenenchirurgie und Kinderurologie; Klinik für Neurochirurgie; Klinik für Neurologie mit Stroke Unit; Klinik für Nuklearmedizin; Klinik für Psychiatrie, Psychotherapie und Psychosomatik; Klinik für Strahlentherapie und Radioonkologie; Klinik für Thoraxchirurgie; Organisationseinheit: Institut für klinische und interventionelle Neuroradiologie; Organisationseinheit: Institut für Radiologie, Kinderradiologie und interventionelle Therapie; Organisationseinheit: Interdisziplinäre Kurzaufnahme der Rettungsstelle (INKA); Zentrum für Sozialpädiatrie und Neuropädiatrie (DBZ)",,AA01; AA08; AA10; AA14; AA15; AA18; AA22; AA23; AA30; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA72; AA71,https://www.vivantes.de,https://www.vivantes.de/,https://www.vivantes.de/klinikum-neukoelln
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773184000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,720,23614,2101,40637,0,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Ja,15,"Department für Bewegungschirurgie West; Department Gefäßchirurgie; Klinik für Anästhesie, operative Intensivmedizin und Schmerztherapie; Klinik für Chirurgie – Allgemein- und Visceralchirurgie; Klinik für Gynäkologie und Geburtsmedizin; Klinik für Innere Medizin - Infektiologie; Klinik für Innere Medizin - Gastroenterologie; Klinik für Innere Medizin - Geriatrie (Tagesklinik); Klinik für Innere Medizin - Kardiologie, Diabetologie und konservative Intensivmedizin; Klinik für Innere Medizin - Onkologie; Klinik für Neurologie mit Stroke Unit; Klinik für Psychiatrie, Psychotherapie und Psychosomatik; Klinik für Urologie; Organisationseinheit: Institut für Radiologie und Interventionelle Therapie; Organisationseinheit: Interdisziplinäre Kurzaufnahme der Rettungsstelle (INKA)",,AA01; AA08; AA10; AA14; AA18; AA22; AA33; AA43; AA47; AA57; AA69; AA71; AA72; AA70,https://www.vivantes.de/,https://www.vivantes.de/,https://www.vivantes.de/auguste-viktoria-klinikum
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773185000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,308,3769,331,2595,0,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,3,"Klinik für Innere Medizin - Geriatrie; Klinik für Psychiatrie, Psychotherapie und Psychosomatik; Organisationseinheit: Institut für Radiologie und interventionelle Therapie",,AA01,https://www.vivantes.de/,https://www.vivantes.de/,https://www.vivantes.de/wenckebach-klinikum
Vivantes - Netzwerk für Gesundheit GmbH,261101878,773186000,15,Aroser Allee,72-76,13407,Berlin,+4930-130-10,info@vivantes.de,828,24631,758,51525,0,Vivantes - Netzwerk für Gesundheit GmbH (Eigentümer: Land Berlin),öffentlich,Ja,Charité - Universitätsmedizin Berlin,,nein,nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,13,"Department für Anästhesie, Schmerztherapie und Interdisziplinäre Intensivmedizin; Department für Chirurgie; Department für Innere Medizin - Gastroenterologie und Onkologie; Department für Innere Medizin - Nephrologie und Geriatrie; Department für Innere Medizin - Präventive und klinische Kardiologie; Department für seelische Gesundheit; Department für Unfallchirurgie und Orthopädie; Department für Urologie und Beckenbodenzentrum; Klinik für Gefäßmedizin - Zentrum für Gefäßmedizin Nord; Klinik für Gynäkologie und Geburtsmedizin; Klinik für Neurologie, Stroke Unit und Berliner Epilepsiezentrum Vivantes; Organisationseinheit: Institut für Radiologie und interventionelle Therapie; Organisationseinheit: Interdisziplinäre Kurzaufnahme der Rettungsstelle (INKA)",,AA01; AA08; AA10; AA43; AA14; AA18; AA21; AA22; AA57; AA33; AA69; AA70; AA71; AA72,https://www.vivantes.de/,https://www.vivantes.de/,https://www.vivantes.de/humboldt-klinikum
